Ticker,Benefit Category,Benefit Description,desc_lower,cat_lower,Screen,IconName
META,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
META,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
META,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
META,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
META,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
META,"Insurance, Health, & Wellness",Sabbatical,sabbatical,"insurance, health, & wellness",other,
META,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
META,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
META,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
META,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
META,"Insurance, Health, & Wellness","Gym / Wellness Reimbursement $2,000","gym / wellness reimbursement $2,000","insurance, health, & wellness",office,gym3
META,"Insurance, Health, & Wellness","Free Dinner $2,080","free dinner $2,080","insurance, health, & wellness",food,dinner
META,Home,On-Site Tire Replacement,on-site tire replacement,home,other,
META,Home,Company Phones,company phones,home,office,phone2
META,Home,Immigration Assistance,immigration assistance,home,other,
META,Home,Phone Bill Reimbursement,phone bill reimbursement,home,office,phone2
META,Home,Fertility Assistance,fertility assistance,home,office,child3
META,Home,Adoption Assistance,adoption assistance,home,office,child3
META,Home,Remote Work,remote work,home,other,
META,Home,Military Leave,military leave,home,other,
META,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
META,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
META,Financial & Retirement,"401k $10,250","401k $10,250",financial & retirement,office,roth3
META,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
META,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
META,Perks & Discounts,"Employee Credit $2,000","employee credit $2,000",perks & discounts,other,
META,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
META,Transportation,Bikes on Campus,bikes on campus,transportation,transportation,bike
META,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
META,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
META,Other,Child care reimbursement,child care reimbursement,other,other,
META,Other,Family Sickness Leave,family sickness leave,other,other,
PLTR,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
PLTR,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym1
PLTR,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
PLTR,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
PLTR,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
PLTR,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
PLTR,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
PLTR,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
PLTR,"Insurance, Health, & Wellness","Health Savings Account (HSA) $1,200","health savings account (hsa) $1,200","insurance, health, & wellness",other,
PLTR,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
PLTR,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
PLTR,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
PLTR,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
PLTR,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
PLTR,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
PLTR,Home,Fertility Assistance,fertility assistance,home,office,child3
PLTR,Home,Remote Work,remote work,home,other,
PLTR,Home,Military Leave,military leave,home,other,
PLTR,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
PLTR,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
PLTR,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
PLTR,Financial & Retirement,401k,401k,financial & retirement,office,roth3
PLTR,Other,Pet Friendly Workplace,pet friendly workplace,other,office,pet friendly WORKPLACE
TEAM,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
TEAM,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
TEAM,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
TEAM,"Insurance, Health, & Wellness","Free Dinner $2,600","free dinner $2,600","insurance, health, & wellness",food,dinner
TEAM,"Insurance, Health, & Wellness","Free Lunch $2,600","free lunch $2,600","insurance, health, & wellness",food,lunch
TEAM,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
TEAM,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
TEAM,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
TEAM,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
TEAM,"Insurance, Health, & Wellness","Free Breakfast $2,600","free breakfast $2,600","insurance, health, & wellness",food,breakfast
TEAM,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
TEAM,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
TEAM,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $600,gym / wellness reimbursement $600,"insurance, health, & wellness",office,gym3
TEAM,"Insurance, Health, & Wellness","Health Savings Account (HSA) $1,000","health savings account (hsa) $1,000","insurance, health, & wellness",other,
TEAM,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
TEAM,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
TEAM,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym3
TEAM,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
TEAM,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
TEAM,"Insurance, Health, & Wellness",Sabbatical,sabbatical,"insurance, health, & wellness",other,
TEAM,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
TEAM,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
TEAM,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
TEAM,Home,Relocation Bonus,relocation bonus,home,other,
TEAM,Home,Phone Bill Reimbursement $900,phone bill reimbursement $900,home,office,phone1
TEAM,Home,Immigration Assistance,immigration assistance,home,other,
TEAM,Home,Remote Work,remote work,home,other,
TEAM,Financial & Retirement,"401k $4,800","401k $4,800",financial & retirement,office,roth1
TEAM,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
TEAM,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
TEAM,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
TEAM,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
TEAM,Other,Donation Match,donation match,other,other,
TEAM,Other,Pet Friendly Workplace,pet friendly workplace,other,office,pet friendly WORKPLACE
TEAM,Other,Volunteer Time Off,volunteer time off,other,other,
ASML,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
ASML,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
ASML,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
ASML,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
ASML,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
ASML,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
ASML,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
ASML,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym1
ASML,"Insurance, Health, & Wellness","Health Savings Account (HSA) $1,000","health savings account (hsa) $1,000","insurance, health, & wellness",other,
ASML,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
ASML,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
ASML,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
ASML,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
ASML,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
ASML,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
ASML,Home,Immigration Assistance,immigration assistance,home,other,
ASML,Home,Relocation Bonus,relocation bonus,home,other,
ASML,Home,Remote Work,remote work,home,other,
ASML,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth2
ASML,Financial & Retirement,401k,401k,financial & retirement,office,roth2
ASML,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
ASML,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
CSX,Home,Military Leave,military leave,home,other,
PYPL,Unique To PayPal,Marathon Training,marathon training,unique to paypal,unique,
PYPL,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
PYPL,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
PYPL,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
PYPL,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
PYPL,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement,gym / wellness reimbursement,"insurance, health, & wellness",office,gym3
PYPL,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
PYPL,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
PYPL,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
PYPL,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
PYPL,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym3
PYPL,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
PYPL,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
PYPL,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
PYPL,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
PYPL,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
PYPL,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
PYPL,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
PYPL,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
PYPL,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
PYPL,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
PYPL,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
PYPL,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
PYPL,"Insurance, Health, & Wellness",Sabbatical,sabbatical,"insurance, health, & wellness",other,
PYPL,"Insurance, Health, & Wellness",Free Breakfast $520,free breakfast $520,"insurance, health, & wellness",food,breakfast
PYPL,Home,On-Site Employee Mall,on-site employee mall,home,other,
PYPL,Home,On-Site Laundry,on-site laundry,home,other,
PYPL,Home,Phone Bill Reimbursement,phone bill reimbursement,home,office,phone2
PYPL,Home,Immigration Assistance,immigration assistance,home,other,
PYPL,Home,Adoption Assistance,adoption assistance,home,office,child3
PYPL,Home,Housing Stipend,housing stipend,home,other,
PYPL,Home,On-Site Tire Replacement,on-site tire replacement,home,other,
PYPL,Home,Company Phones,company phones,home,office,phone2
PYPL,Home,Relocation Bonus,relocation bonus,home,other,
PYPL,Home,On-Site Car Wash / Detailing,on-site car wash / detailing,home,other,
PYPL,Home,Fertility Assistance,fertility assistance,home,office,child3
PYPL,Home,Remote Work,remote work,home,other,
PYPL,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
PYPL,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
PYPL,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
PYPL,Financial & Retirement,"401k $24,300","401k $24,300",financial & retirement,office,roth3
PYPL,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
PYPL,Perks & Discounts,Employee Credit,employee credit,perks & discounts,other,
PYPL,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
PYPL,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
PYPL,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
PYPL,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
PYPL,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
PYPL,Transportation,Bikes on Campus,bikes on campus,transportation,transportation,bike
PYPL,Other,Donation Match,donation match,other,other,
PYPL,Other,Volunteer Time Off,volunteer time off,other,other,
DDOG,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
DDOG,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
DDOG,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
DDOG,"Insurance, Health, & Wellness","Free Lunch $1,560","free lunch $1,560","insurance, health, & wellness",food,lunch
DDOG,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
DDOG,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym2
DDOG,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
DDOG,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
DDOG,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
DDOG,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
DDOG,"Insurance, Health, & Wellness","Health Savings Account (HSA) $1,800","health savings account (hsa) $1,800","insurance, health, & wellness",other,
DDOG,"Insurance, Health, & Wellness","Gym / Wellness Reimbursement $1,200","gym / wellness reimbursement $1,200","insurance, health, & wellness",office,gym2
DDOG,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
DDOG,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
DDOG,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
DDOG,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
DDOG,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
DDOG,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
DDOG,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
DDOG,Home,Company Phones,company phones,home,office,phone1
DDOG,Home,Fertility Assistance,fertility assistance,home,office,child3
DDOG,Home,Remote Work,remote work,home,other,
DDOG,Home,Adoption Assistance,adoption assistance,home,office,child3
DDOG,Home,Military Leave,military leave,home,other,
DDOG,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
DDOG,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
DDOG,Financial & Retirement,"401k $12,000","401k $12,000",financial & retirement,office,roth3
DDOG,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
DDOG,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
DDOG,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
DDOG,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
DDOG,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
DDOG,Other,Spring Health,spring health,other,other,
DDOG,Other,Child Care Subsidy,child care subsidy,other,other,
DDOG,Other,Referral Bonus,referral bonus,other,other,
DDOG,Other,Social Events,social events,other,other,
DDOG,Other,Gender-Affirming Care Benefits,gender-affirming care benefits,other,other,
CMCSA,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
CMCSA,"Insurance, Health, & Wellness",Free Lunch $520,free lunch $520,"insurance, health, & wellness",food,lunch
CMCSA,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
CMCSA,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
CMCSA,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
CMCSA,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
CMCSA,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
CMCSA,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
CMCSA,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
CMCSA,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $150,gym / wellness reimbursement $150,"insurance, health, & wellness",office,gym2
CMCSA,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym2
CMCSA,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
CMCSA,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
CMCSA,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
CMCSA,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
CMCSA,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
CMCSA,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
CMCSA,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
CMCSA,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
CMCSA,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
CMCSA,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
CMCSA,Home,Adoption Assistance,adoption assistance,home,office,child3
CMCSA,Home,Relocation Bonus,relocation bonus,home,other,
CMCSA,Home,Company Phones,company phones,home,office,phone1
CMCSA,Home,Fertility Assistance,fertility assistance,home,office,child3
CMCSA,Home,Immigration Assistance,immigration assistance,home,other,
CMCSA,Home,Military Leave,military leave,home,other,
CMCSA,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
CMCSA,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
CMCSA,Financial & Retirement,"401k $7,200","401k $7,200",financial & retirement,office,roth3
CMCSA,Financial & Retirement,"Flexible Spending Account (FSA) $5,000","flexible spending account (fsa) $5,000",financial & retirement,office,roth3
CMCSA,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
CMCSA,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
CMCSA,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
CMCSA,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
CMCSA,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
CMCSA,Other,Donation Match,donation match,other,other,
NXPI,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
NXPI,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
NXPI,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
NXPI,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
NXPI,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
NXPI,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
NXPI,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $240,gym / wellness reimbursement $240,"insurance, health, & wellness",office,gym1
NXPI,"Insurance, Health, & Wellness",Health Savings Account (HSA) $500,health savings account (hsa) $500,"insurance, health, & wellness",other,
NXPI,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
NXPI,Home,Immigration Assistance,immigration assistance,home,other,
NXPI,Home,Bereavement Leave,bereavement leave,home,other,
NXPI,Home,Relocation Bonus,relocation bonus,home,other,
NXPI,Financial & Retirement,"401k $6,000","401k $6,000",financial & retirement,office,roth3
NXPI,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
NXPI,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
NXPI,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
NXPI,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
AZN,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
AZN,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
AZN,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
AZN,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
AZN,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
AZN,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
AZN,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child1
AZN,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
AZN,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
AZN,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
AZN,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
AZN,Home,Phone Bill Reimbursement $75,phone bill reimbursement $75,home,office,phone1
AZN,Home,Remote Work,remote work,home,other,
AZN,Financial & Retirement,"401k $7,200","401k $7,200",financial & retirement,office,roth3
AZN,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
AZN,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
AZN,Other,Donation Match,donation match,other,other,
AZN,Other,Referral Bonus,referral bonus,other,other,
AZN,Other,Volunteer Time Off,volunteer time off,other,other,
AMAT,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
AMAT,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
AMAT,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
AMAT,"Insurance, Health, & Wellness",Health Savings Account (HSA) $300,health savings account (hsa) $300,"insurance, health, & wellness",other,
AMAT,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
AMAT,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
AMAT,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
AMAT,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
AMAT,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
AMAT,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
AMAT,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
AMAT,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
AMAT,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
AMAT,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement,gym / wellness reimbursement,"insurance, health, & wellness",office,gym3
AMAT,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
AMAT,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
AMAT,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
AMAT,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
AMAT,Home,Company Phones,company phones,home,office,phone1
AMAT,Home,Relocation Bonus,relocation bonus,home,other,
AMAT,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
AMAT,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
AMAT,Financial & Retirement,"401k $5,400","401k $5,400",financial & retirement,office,roth3
AMAT,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
AMAT,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
AMAT,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
AMAT,Transportation,Bikes on Campus,bikes on campus,transportation,transportation,bike
